row_index,provenance,detrended,trendDetectedForDetrend,status,problem_count,warning_count,problems,warnings,raw_path,detrended_path
0,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0827_TIC_30855441_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0827_TIC_30855441_TESSCut_detrended.fits
1,SPOC,False,False,ok,0,0,,,,
2,QLP,False,False,ok,0,0,,,,
3,,False,False,ok,0,0,,,,
4,,False,False,ok,0,0,,,,
5,QLP,False,False,ok,0,0,,,,
6,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V3615_TIC_277103886_TESSCut_raw.fits,
7,QLP,False,False,ok,0,0,,,,
8,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4661515065088453248_TIC_682521011_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4661515065088453248_TIC_682521011_TESSCut_detrended.fits
9,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4689016084318457344_TIC_181880128_TESSCut_raw.fits,
10,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0577_TIC_30528634_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0577_TIC_30528634_TESSCut_detrended.fits
11,QLP,False,False,ok,0,0,,,,
12,QLP,False,False,ok,0,0,,,,
13,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0998_TIC_31105403_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0998_TIC_31105403_TESSCut_detrended.fits
14,,False,False,ok,0,0,,,,
15,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_BEST_lrcbx-2685_TIC_109574845_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_BEST_lrcbx-2685_TIC_109574845_TESSCut_detrended.fits
16,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685696796119647616_TIC_181660951_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685696796119647616_TIC_181660951_TESSCut_detrended.fits
17,SPOC,False,False,ok,0,0,,,,
18,,False,False,ok,0,0,,,,
19,SPOC,False,False,ok,0,0,,,,
20,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V2529_TIC_373775910_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V2529_TIC_373775910_TESSCut_detrended.fits
21,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4690573301975819904_TIC_51989907_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4690573301975819904_TIC_51989907_TESSCut_detrended.fits
22,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-0196_TIC_82060741_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_OGLE-GD-CEP-0196_TIC_82060741_TESSCut_detrended.fits
23,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_303283003869303168_TIC_620664254_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_303283003869303168_TIC_620664254_TESSCut_detrended.fits
24,QLP,False,False,ok,0,0,,,,
25,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4661911164157135488_TIC_31112170_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4661911164157135488_TIC_31112170_TESSCut_detrended.fits
26,,False,False,ok,0,0,,,,
27,,False,False,ok,0,0,,,,
28,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V3511_TIC_277020563_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V3511_TIC_277020563_TESSCut_detrended.fits
29,,False,False,ok,0,0,,,,
30,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_381296476302354688_TIC_600895911_TESSCut_raw.fits,
31,,False,False,ok,0,0,,,,
32,QLP,False,False,ok,0,0,,,,
33,SPOC,False,False,ok,0,0,,,,
34,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V3501_TIC_277019271_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V3501_TIC_277019271_TESSCut_detrended.fits
35,,False,False,ok,0,0,,,,
36,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_[DMM2015]_VVV-19_TIC_129381676_TESSCut_raw.fits,
37,QLP,False,False,ok,0,0,,,,
38,,False,False,ok,0,0,,,,
39,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V3776_TIC_404766502_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V3776_TIC_404766502_TESSCut_detrended.fits
40,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ASASSN-V_J052736.23-655257.2_TIC_149180443_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_ASASSN-V_J052736.23-655257.2_TIC_149180443_TESSCut_detrended.fits
41,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0789_TIC_30852511_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0789_TIC_30852511_TESSCut_detrended.fits
42,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_WISE_J040253.7+512252_TIC_266344560_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_WISE_J040253.7+512252_TIC_266344560_TESSCut_detrended.fits
43,QLP,False,False,ok,0,0,,,,
44,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4657240507520704512_TIC_276938393_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4657240507520704512_TIC_276938393_TESSCut_detrended.fits
45,QLP,False,False,ok,0,0,,,,
46,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-1192_TIC_338628946_TESSCut_raw.fits,
47,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4690563406368803200_TIC_52119937_TESSCut_raw.fits,
48,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J193335.84+213028.9_TIC_373074542_TESSCut_raw.fits,
49,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4688974126802381568_TIC_180621630_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4688974126802381568_TIC_180621630_TESSCut_detrended.fits
50,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0118_TIC_29925644_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0118_TIC_29925644_TESSCut_detrended.fits
51,SPOC,False,False,ok,0,0,,,,
52,QLP,False,False,ok,0,0,,,,
53,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0475_TIC_30405799_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0475_TIC_30405799_TESSCut_detrended.fits
54,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685899411180869376_TIC_182079940_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685899411180869376_TIC_182079940_TESSCut_detrended.fits
55,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685932946316820992_TIC_180620215_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685932946316820992_TIC_180620215_TESSCut_detrended.fits
56,,False,False,ok,0,0,,,,
57,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4658310431131905152_TIC_179504524_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4658310431131905152_TIC_179504524_TESSCut_detrended.fits
58,,False,False,ok,0,0,,,,
59,,False,False,ok,0,0,,,,
60,QLP,False,False,ok,0,0,,,,
61,QLP,False,False,ok,0,0,,,,
62,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685882647972313216_TIC_181042223_TESSCut_raw.fits,
63,,False,False,ok,0,0,,,,
64,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4690513928351443072_TIC_182735763_TESSCut_raw.fits,
65,QLP,False,False,ok,0,0,,,,
66,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V2993_TIC_287411733_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V2993_TIC_287411733_TESSCut_detrended.fits
67,,False,False,ok,0,0,,,,
68,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685809526096531328_TIC_612853531_TESSCut_raw.fits,
69,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V2781_TIC_280047628_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V2781_TIC_280047628_TESSCut_detrended.fits
70,SPOC,False,False,ok,0,0,,,,
71,QLP,False,False,ok,0,0,,,,
72,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685688790295933952_TIC_182293010_TESSCut_raw.fits,
73,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685906596712664832_TIC_182300117_TESSCut_raw.fits,
74,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J195642.31+290425.8_TIC_281683785_TESSCut_raw.fits,
75,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_WISE_J134630.8-624320_TIC_323079624_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_WISE_J134630.8-624320_TIC_323079624_TESSCut_detrended.fits
76,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J052808.62+364459.6_TIC_368005462_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_ZTF_J052808.62+364459.6_TIC_368005462_TESSCut_detrended.fits
77,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-0479_TIC_463760054_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_OGLE-GD-CEP-0479_TIC_463760054_TESSCut_detrended.fits
78,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4659124623720077952_TIC_731165862_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4659124623720077952_TIC_731165862_TESSCut_detrended.fits
79,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_GDS_J0902521-442214_TIC_447924289_TESSCut_raw.fits,
80,,False,False,ok,0,0,,,,
81,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4688970488936783488_TIC_614630623_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4688970488936783488_TIC_614630623_TESSCut_detrended.fits
82,,False,False,ok,0,0,,,,
83,QLP,False,False,ok,0,0,,,,
84,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_000-BQJ-456_TIC_404929273_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_000-BQJ-456_TIC_404929273_TESSCut_detrended.fits
85,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_WISE_J212800.8+484504_TIC_383852131_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_WISE_J212800.8+484504_TIC_383852131_TESSCut_detrended.fits
86,,False,False,ok,0,0,,,,
87,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_000-BFN-886_TIC_182905017_TESSCut_raw.fits,
88,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_6372109863708657280_TIC_344551462_TESSCut_raw.fits,
89,QLP,False,False,ok,0,0,,,,
90,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4688968148176753536_TIC_181460594_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4688968148176753536_TIC_181460594_TESSCut_detrended.fits
91,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J192029.12+150155.2_TIC_425114844_TESSCut_raw.fits,
92,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_BESTII_F20c_27150_TIC_109195292_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_BESTII_F20c_27150_TIC_109195292_TESSCut_detrended.fits
93,,False,False,ok,0,0,,,,
94,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V1333_TIC_40523652_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V1333_TIC_40523652_TESSCut_detrended.fits
95,SPOC,False,False,ok,0,0,,,,
96,QLP,False,False,ok,0,0,,,,
97,QLP,False,False,ok,0,0,,,,
98,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685916286188663680_TIC_181879224_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685916286188663680_TIC_181879224_TESSCut_detrended.fits
99,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4690507979798689280_TIC_182733385_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4690507979798689280_TIC_182733385_TESSCut_detrended.fits
100,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_303379309921205120_TIC_620675930_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_303379309921205120_TIC_620675930_TESSCut_detrended.fits
101,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_303377768027729024_TIC_620674639_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_303377768027729024_TIC_620674639_TESSCut_detrended.fits
102,,False,False,ok,0,0,,,,
103,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V2171_TIC_179509333_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V2171_TIC_179509333_TESSCut_detrended.fits
104,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J184241.38+011033.4_TIC_109942727_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_ZTF_J184241.38+011033.4_TIC_109942727_TESSCut_detrended.fits
105,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685754864083371520_TIC_394212448_TESSCut_raw.fits,
106,,False,False,ok,0,0,,,,
107,QLP,False,False,ok,0,0,,,,
108,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-1077_TIC_279410464_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_OGLE-GD-CEP-1077_TIC_279410464_TESSCut_detrended.fits
109,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4656427349891031936_TIC_231121293_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4656427349891031936_TIC_231121293_TESSCut_detrended.fits
110,SPOC,False,False,ok,0,0,,,,
111,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_380757887402614272_TIC_600862733_TESSCut_raw.fits,
112,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V3250_TIC_276781556_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V3250_TIC_276781556_TESSCut_detrended.fits
113,,False,False,ok,0,0,,,,
114,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0465_TIC_30405778_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0465_TIC_30405778_TESSCut_detrended.fits
115,QLP,False,False,ok,0,0,,,,
116,,False,False,ok,0,0,,,,
117,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_381296785541231616_TIC_600895967_TESSCut_raw.fits,
118,SPOC,False,False,ok,0,0,,,,
119,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0263_TIC_30191108_TESSCut_raw.fits,
120,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685675321276327936_TIC_181234174_TESSCut_raw.fits,
121,QLP,False,False,ok,0,0,,,,
122,QLP,False,False,ok,0,0,,,,
123,QLP,False,False,ok,0,0,,,,
124,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4690553407685309696_TIC_615417919_TESSCut_raw.fits,
125,QLP,False,False,ok,0,0,,,,
126,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V4129_TIC_404972696_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V4129_TIC_404972696_TESSCut_detrended.fits
127,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4658276350528324608_TIC_179382699_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4658276350528324608_TIC_179382699_TESSCut_detrended.fits
128,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V2133_TIC_141092492_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V2133_TIC_141092492_TESSCut_detrended.fits
129,QLP,False,False,ok,0,0,,,,
130,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V4395_TIC_389670777_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V4395_TIC_389670777_TESSCut_detrended.fits
131,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685631753107540864_TIC_612570095_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685631753107540864_TIC_612570095_TESSCut_detrended.fits
132,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685733183073841664_TIC_267362462_TESSCut_raw.fits,
133,SPOC,False,False,ok,0,0,,,,
134,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_381174155633269632_TIC_600885894_TESSCut_raw.fits,
135,,False,False,ok,0,0,,,,
136,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-0570_TIC_458856032_TESSCut_raw.fits,
137,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4688977871995309312_TIC_181055047_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4688977871995309312_TIC_181055047_TESSCut_detrended.fits
138,SPOC,False,False,ok,0,0,,,,
139,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685863402178554880_TIC_181042044_TESSCut_raw.fits,
140,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V1299_TIC_40407862_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V1299_TIC_40407862_TESSCut_detrended.fits
141,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685902026867605120_TIC_182300019_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4685902026867605120_TIC_182300019_TESSCut_detrended.fits
142,,False,False,ok,0,0,,,,
143,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685795472963329280_TIC_267491881_TESSCut_raw.fits,
144,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_000-BDW-390_TIC_207447196_TESSCut_raw.fits,
145,QLP,False,False,ok,0,0,,,,
146,,False,False,ok,0,0,,,,
147,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V4592_TIC_31385030_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V4592_TIC_31385030_TESSCut_detrended.fits
148,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V1256_TIC_55384966_TESSCut_raw.fits,
149,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J211033.13+451848.3_TIC_136646547_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_ZTF_J211033.13+451848.3_TIC_136646547_TESSCut_detrended.fits
150,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0014_TIC_294671657_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0014_TIC_294671657_TESSCut_detrended.fits
151,,False,False,ok,0,0,,,,
152,SPOC,False,False,ok,0,0,,,,
153,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V1737_TIC_40901542_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V1737_TIC_40901542_TESSCut_detrended.fits
154,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685879826136477312_TIC_181042112_TESSCut_raw.fits,
155,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4654585186887801728_TIC_30195379_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4654585186887801728_TIC_30195379_TESSCut_detrended.fits
156,QLP,False,False,ok,0,0,,,,
157,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_LMC_V0224_TIC_30103538_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_LMC_V0224_TIC_30103538_TESSCut_detrended.fits
158,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685725830089621632_TIC_267548656_TESSCut_raw.fits,
159,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685914568173281152_TIC_613208817_TESSCut_raw.fits,
160,QLP,False,False,ok,0,0,,,,
161,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_OGLE-GD-CEP-0709_TIC_325004261_TESSCut_raw.fits,
162,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_WISE_J081436.0-374303_TIC_182462142_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_WISE_J081436.0-374303_TIC_182462142_TESSCut_detrended.fits
163,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_5283850186957893504_TIC_40978056_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_5283850186957893504_TIC_40978056_TESSCut_detrended.fits
164,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4658242295860420992_TIC_40794569_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4658242295860420992_TIC_40794569_TESSCut_detrended.fits
165,QLP,False,False,ok,0,0,,,,
166,QLP,False,False,ok,0,0,,,,
167,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685877390930293376_TIC_180794992_TESSCut_raw.fits,
168,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_ZTF_J195644.07+292016.6_TIC_281832418_TESSCut_raw.fits,
169,QLP,False,False,ok,0,0,,,,
170,TESSCut,True,True,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4687415019232470656_TIC_182911739_TESSCut_raw.fits,/data/projects/TESS-research/detrend_tesscut/output/VSX_Gaia_DR3_4687415019232470656_TIC_182911739_TESSCut_detrended.fits
171,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_5417377868332214400_TIC_73433931_TESSCut_raw.fits,
172,TESSCut,False,False,ok,0,0,,,/data/projects/TESS-research/data_pipeline/TESSCache/VSX_Gaia_DR3_4685880547690998784_TIC_180798711_TESSCut_raw.fits,
